"commentsCount","text","date","likesCount"
"3","Your supporters claim that the high prices of gas, food and housing aren't your fault , but here you are taking credit for the economy. Go figure. 😏","2024-01-14T17:04:02.000Z","14"
,"Sooo many paid foreign Bots its pathetic!!!","2024-01-16T16:26:44.000Z","0"
"2","What is wrong with these Deplorables that they don’t see this truth and many others?

Have they really been this propagandized that facts just don’t matter to them?

Thank God they’re only 40% of the electorate and the sane amongst us will keep us on the correct path","2024-01-14T17:02:42.000Z","11"
,"دنجب وجه النعال","2024-01-14T23:24:28.000Z","0"
"3","How come most your support come from people here live in other countries I guess it's because of your open border policies.","2024-01-14T17:32:10.000Z","7"
,"Youre destroying our Country","2024-01-17T11:17:01.000Z","0"
"1","All lies people. Come on.","2024-01-16T01:26:04.000Z","0"
,"When will you tell Israel to stop?","2024-01-14T17:44:47.000Z","2"
,"Since he doesn't go grocery shopping, he has no clue how much the price of food has skyrocketed since he became president.","2024-01-15T13:30:58.000Z","0"
,"You are more delusional with each day. Record inflation, high interest rates, high gas prices and high grocery prices are not signs of a thriving economy. Once you are gone, we can get back on track.","2024-01-14T17:16:10.000Z","2"
,"Trump 2024. You need to go to senior home you geriatric pos.","2024-01-14T17:41:27.000Z","0"
,"We are coming out of a pandemic, so not unusual to be adding jobs, Food and energy prices up more than 30% since Biden took office, southern border is wide open with drugs flowing in and killing Americans. Human trafficking and slavery pushed by the cartels is surging and 300,000 illegal migrants came in one month alone, creating hardships and dislocations throughout the US. The numbers have skyrocketed since Biden took office and he and  Mayorkas as Homeland Security Chief have made NO efforts toward slowing the invasion. Dems are being dishonest about their efforts to control illegal immigration. American taxpayers are picking up the tab.","2024-01-14T20:09:53.000Z","5"
,"May you Rot in Hell Brandon!","2024-01-16T23:08:31.000Z","0"
,"Joe's ""Da Man!"" FOUR MORE YEARS!!!","2024-01-14T20:04:20.000Z","1"
,"Face the facts old man, you have lost this country and you are not getting it back. See ya! 👋","2024-01-14T19:47:07.000Z","4"
,"What can Biden and his supporters possibly think Bidenomics is working ?  I don’t get it. The mass majority are struggling and suffering","2024-01-16T02:59:12.000Z","0"
"1","The car industry bidens thinks he's helped has lost millions because of the manufacturing of EV'S. Biden is clueless about what workers are going through under his economy.","2024-01-14T18:54:57.000Z","4"
"2","This should be Joe Biden's motto. - ""If it ain’t broke, break it.""","2024-01-16T12:09:24.000Z","0"
,"Hope he has a diaper on after all his son's crap goes on.","2024-01-15T02:23:24.000Z","1"
,"it wasn’t biden 
despite of him the
 american 🇺🇸 industrial complex keeps the country going “peace thru strength”  biden’s credibility is kaput!","2024-01-15T15:21:48.000Z","1"
,"Am always with you sir😍","2024-01-14T23:11:34.000Z","2"
,"Handing out billions to fund war, loosing billions in weapons, costs still high at stores... yeah your still a failure","2024-01-15T01:31:24.000Z","3"
,"Keep making America great again President Joe Biden","2024-01-15T04:15:32.000Z","1"
,"Democrats like to claim democracy is at stake. That is so funny coming from a party that will not allow a primary to challenge Biden. Watch what happens in the next couple of months. Joe will suddenly withdraw and the DNC will tell you all it is to late to hold a primary and will put their choice in as a candidate and you won't have any say over it. Remember it is no just Joe's policies we are living with it is all democrats policies.","2024-01-15T17:51:35.000Z","0"
"1","Looking forward to you and Trump or Haley debating on economic policies","2024-01-14T17:22:55.000Z","2"
,"Michael Obama is coming for your job.","2024-01-14T17:44:44.000Z","1"
,"Bullcrap. Americans see the truth. Stop with the lies","2024-01-15T12:33:16.000Z","1"
,"You're incapable of telling the truth","2024-01-16T06:51:24.000Z","0"
,"Good luck America 🇺🇸♦️💖🔷💜♥️🩷❤️💙🩵🟩🌍💪👌👊💐","2024-01-15T11:22:50.000Z","0"
"1","I speak on behalf of all American citizens when I say Trump is the best ever president. During these difficult times, he is making tough but reasonable decisions that are there for the health and safety of all of us. Thank you so much Trump for your strong and stable leadership! Trump 2024 ♥️","2024-01-14T20:59:34.000Z","1"
,"Mr. President, I would like to sincerely express everyone's respect and praise. Your leadership and decision-making have been outstanding at this critical moment. Your commitment to the country and care for the people make us proud. You are here to The perseverance and wisdom you show in facing various challenges are what we need. Thank you for your efforts for the country. We believe that under your leadership, the country will usher in a more prosperous and stable future. Your leadership style is inspiring Convinced, I sincerely look forward to you continuing to lead the country towards a better tomorrow.""","2024-01-15T02:40:00.000Z","0"
,"No more investing in Israel please.","2024-01-14T19:04:27.000Z","0"
,"Inflation rates hit a 40 year high last week, coming in at 9.1%. The cost of everyday staples also increased. The price of eggs went up 33.1%, meat 8.2%, gasoline 59.9%, used cars 7.1% and air travel 34.1%. This is all in addition to supply shortages. Yet as the economy is flashing huge red warning signs, President Joe Biden and his administration are telling us something different.","2024-01-14T17:14:52.000Z","6"
"4","the administration lied about 400,000 jobs .     and the inflation number for last month is back up.","2024-01-14T17:03:05.000Z","10"
,"I’ve noticed eating at a restaurant, groceries, gas, and insurance has skyrocketed since you took office","2024-01-15T03:54:28.000Z","3"
,"Huh…food still up 30% since you took over. The only jobs you’ve created are government jobs…the rest just went back to work after having their businesses closed.  Over 32% of people not working and are needed to fill jobs. And shall we talk about the border? You’re the worst president this country has ever had.","2024-01-14T18:44:32.000Z","4"
"1","If you are for Democrats you are against America.","2024-01-14T17:16:59.000Z","8"
"2","Most positive comments from foreigners. That should tell you something.","2024-01-14T17:35:32.000Z","4"
"6","Good Work President Biden! The last guy was the worst modern day jobs president in history!","2024-01-14T18:10:58.000Z","3"
,"What a farce! Nothing but smoke and mirrors! Biden is desperate for anything positive, trying to buy votes with taxpayer money. Bidenomics has brought us nothing but inflation and more inflation!","2024-01-14T17:42:28.000Z","4"
"1","ليس للمحتل حق الدفاع عن النفس هو حق أصيل فقط لأصحاب الارض انشروها في كل مكان
the occupier does not have the right to self-defense. It is an inherent right only to the owners of the land. Spread it everywhere","2024-01-14T20:39:23.000Z","1"
"5","Thank you president Biden for fixing the economy that Trump destroyed .  Keep up the great work.  God bless","2024-01-14T17:44:10.000Z","5"
,"The american definitely have the most caring and prosperous president in history of USA🇺🇸","2024-01-16T07:31:04.000Z","0"
,"We Want Hostage Leader Su Team Freedom
Unwanted Min Aung Hlaing Violence Team Culprit
Myanmar Public CDM Children Education Trouble Want Help
We Support CRPH NUG Government
Myanmar Public Trouble Want Direct Help
UN ASEAN Want Help Myanmar Practice
My Country Want America System
Thanks Help America Team
Good luck the World","2024-01-15T04:41:24.000Z","0"
,"Lowest inflation rate??!?? Your completely delusional sleepy joe! Your the WORST president in the history of the United States! Your a sell out and corrupt, we have millions of illegals crossing our border! Yemen protesters just tried to storm the white house and still your doing nothing about the situation your senile, your a disgrace to the America people. Trump is the truth! He’s the only one who can save America!
#Trump2024","2024-01-14T23:16:25.000Z","0"
,"Joe is a pathological liar and a fool

Moved out of Afghanistan too fast leaving billions of dollars of arms there. Thousands of innocent people got killed in Afghanistan. Putin not respecting Joe and killing hundreds of thousands of people.  Hezbollah not respecting Joe and killing thousands of people in Israel. Crazy inflation. 100,000 people dying in the United States now from Fentanyl. The Sex trade of children at all time high because of borders wide open. 9 million people coming into this country illegally and stretching all our resources.  Joe just being way too old for the job. He's working at about 25% capacity of a normal person. Joe and Hunter taking tens of millions of dollars of bribes from our enemies. And the list goes on and on.","2024-01-14T18:42:47.000Z","0"
"1","Mr. President, may God protect you, grant you success, and strengthen you, Joe Biden. I love you. I am Ahmed from Jordan, and I love the United States of America. Mr. President, help us. I hope you help us. Miska","2024-01-14T17:56:24.000Z","1"
,"Thanks Crooked Joe, who breaks the law daily turning a blind eye to illegals. Here’s an interview with one talking about all the free meals and rent in a luxury hotel while we live with your inflation:

https://www.facebook.com/share/r/Godi1EyaN3YK4gKx/?mibextid=Ls6BEq","2024-01-17T04:52:13.000Z","0"
,"Yeah.. as of yesterday there’s 17.2% Inflation Rate thanks to you lying Joe. I wouldn’t brag about that…and EV’s? You can kiss that investment goodbye and explain it to all of your elite DC cronies who invested in them thinking they would make money from you and baby Hunter shell company EV battery investments. Haha!","2024-01-16T11:43:45.000Z","0"
,"ليس للمحتل حق الدفاع عن النفس هو حق أصيل فقط لأصحاب الارض انشروها في كل مكان
the occupier does not have the right to self-defense. It is an inherent right only to the owners of the land. Spread it everywhere","2024-01-14T20:38:48.000Z","0"
,"Bidenomics is a joke!  It is failing Joe!  You have hurt all hard working American's!","2024-01-14T19:26:42.000Z","1"
,"You are losing America  it's  Image ,it seems now as a killing partner to Israel  while no benifte  will return on Americans","2024-01-14T18:41:56.000Z","1"
,"Most of those jobs were just jobs that were shut down by democratic governors during Covid. Stop believing Biden’s misconstrued statements.  Vote Trump!","2024-01-14T17:59:21.000Z","1"
,"Good luck mr president from Kenya","2024-01-14T17:39:23.000Z","0"
,"Haven’t helped the middle class Joe inflation still a killer. Wouldn’t help 
an American but funnel our tax dollars to countries that paid Hunter millions","2024-01-14T17:16:45.000Z","3"
,"I wouldn’t trust Biden to watch my dog.  He can’t even find his way off of a stage.  If they measured inflation by housing costs, grocery and gas prices alone, the inflation rate would be much higher.  Those are what impact Americans the most.  Interest rates are making homes unaffordable for a huge percentage of the population.","2024-01-16T22:55:29.000Z","0"
"1","Yeah, it isn’t TOTALLY A THIRD WORLD COUNTRY, but we know you are working on it!! 😡","2024-01-16T00:41:33.000Z","0"
,"Why does Facebook filter out all the honest feedback? We all know Biden's a clown. Didn't SCOTUS say he couldn't have free speech suppressed anymore? You know, when they ruled that the Biden admin violated the first amendment?","2024-01-14T18:00:33.000Z","1"
,"And Joe Biden taught pigs how to fly. Can't everyone see them? They are all over.. 😅
Joe you are a 🤡.... 💯%","2024-01-14T17:19:12.000Z","0"
"1","Hoodwinking the country. You are a disaster","2024-01-15T23:01:10.000Z","1"
,"We share happiness, 😊🤗
🥳 Free Free Free 🥳
The master key  of happiness

A book 📙 that makes you feel happy after reading it.

Before reading the book▶️😔  
After reading the book▶️😊

The name of the spiritual book is... ""Gyan Ganga"" 

For the purpose of human welfare, this spiritual book Gyan Ganga is being given absolutely free of cost by our organization

✍🏻 Author - spiritual leader sant rampal ji maharaj 👑

Get it for free from this link

https://docs.google.com/forms/d/e/1FAIpQLSdP5ydwD1WQOJPoU83b28qKeerTqEi3cnV8DnlKuvZ2FjT_jQ/viewform?usp=sf_link","2024-01-15T04:56:01.000Z","0"
,"Record high inflation which can be seen at any grocery store or gas station. Record high illegal immigration at the southern border. North Korea and Iran out of control. The Taliban running Afghanistan. Funding a war in Ukraine that we have no business being involved with. Violent crime through the roof but everything is going great. FJB!!!!!!","2024-01-15T01:30:17.000Z","0"
,"Every time I see you on this browser, I feel terrified, terrified, and frightened. I feel as if you are an alien. You have come to this destruction. You are a strange person, you weird old rabbit. You want to destroy her.","2024-01-14T21:18:04.000Z","1"
,"SURE Joe! Now you compare inflation to the rest of the world! Why not compare it year over year that shows Trumps low and YOUR record highs! Interest rates are through the roof which put many out of the market for a home, better vehicle, shucks even good quality groceries are out of reach for many. Sorry, but Americans are smarter than that and many that you duped into voting for you before won’t do it again. Hopefully we see a bigger landslide than even the Reagan/Carter election. Pack your bags and be ready to leave Trumps big beautiful White House!!! And…… Take Kamala with you!!!!!! Just saw where Citigroup is cutting 20,000 jobs, BIDENOMICS!!!!","2024-01-14T19:54:30.000Z","0"
,"8,000 children slaughtered with US bombs, sent to Israel by Biden, who bypassed Congress to facilitate this genocide:  https://www.aljazeera.com/program/newsfeed/2024/1/14/100-days-of-israels-relentless-war-on-gaza","2024-01-14T19:24:41.000Z","1"
,"❤Hi!Excuse me a little
2024-01-15:#illegalimmigration #temporaryimmigration #specialzoneonthemexicanborder

Both former President Trump and President Biden have called for building a wall on the Mexican border. The entry of illegal immigrants should be suppressed. But Amer-ica is a country that needs immigrants. This fact should be acknowledged. America is a country of immigrants.

The United States should accept Central and South American immigrants at the ""immigration gate"" under the status of ""temporary immigrants"" rather than ""illegal immigrants."" ``Temporary immigrants'' should be accepted ``limited'' to a ``spe-cial zone on the Mexican border.''

""Temporary immigrants"" cannot ""enter"" the United States except in ""special zones on the Mexican border."" ""Special zones"" are ""closed off"" from the general area. That's why we need another ""wall"" on the inside.

The special zone on the Mexican border is a ``factory area'' sandwiched between ``walls.'' Because the walls are double-layered, it is impossible to enter the ""area"" where Americans live. So it's safe.

The ``Special Zone'' is a ``factory area'' that accepts ``illegal immigrants'' from Central and South America as ``temporary immigrants.''
They ``work'' as ``low-wage workers'' in ``factories in special zones.''

Currently, there are no factories in the ``special zone.'' There are no roads. There is no infrastructure. Therefore, the first job of a ""temporary immigrant"" is to be em-ployed as a ""construction worker"" for infrastructure construction or factory construc-tion in a ""special zone.""

Illegal immigrants from Central and South America have the status of ``temporary immigrants'' and work to build a ``special zone.'' “Special Zones” are “factory are-as” for bringing Chinese factories back to the United States. Now we have the condi-tions to compete with China.

The reason America loses to China in the manufacturing industry is due to the ``hol-lowing out'' of ``production engineers.'' Production cannot be achieved with ""tem-porary immigrants"" alone. We will “scout” “production engineers” from allied coun-tries and China.

Temporary immigrants work as ""laborers"" in the ""special zone"" while ""learning"" Eng-lish and American lifestyle habits. These ""temporary immigrants"" can work through-out the United States as ""regular workers.""

This will eliminate the labor shortage in mainland America. They are safe workers who can make a living in English. With this, states such as California will return from Spanish to English speaking countries.

Currently, ""American society"" is ""disturbed"" because illegal immigrants are directly accepted in various parts of the United States as poor people from Central and South America.

Proposal: ""Illegal immigrants"" should be ""isolated"" in ""special zones"" as ""temporary immigrants"" so that they can integrate into ""American"" life, and then sent to various parts of the United States.

By accepting ""temporary immigrants"" in this way, America can eliminate the entire ""problem"" of ""illegal immigration."" If there are any problems, please point them out.

The Biden administration is ignoring the proposal. Mr. Trump should appeal my pro-posal to the American public as a ""major policy"" of ""MAGA.""

The concept of the ``special zone on the Mexican border'' is the same as the con-cept of the ``special zone of Algeria and special zone of Australia.''

❤Thank you, if you read the full page ""yasuhiro nagano"" and agree,I want to be more happy
❤

❤  #Joe_Biden Please do your best ❤ 

#Joe_Biden","2024-01-14T19:08:48.000Z","0"
,"Good luck mr president, it takes a lot of courage to speak in front of so many people","2024-01-14T18:11:01.000Z","0"
,"We were sure better off four years ago before you made us depended on foreign oil and flooded our borders with illegal immigrants. You’re suppose to uphold the law, not continuously break it!","2024-01-14T18:07:06.000Z","0"
,"Also war, crime, and poverty thanks joe","2024-01-14T17:41:12.000Z","3"
,"Nothing but lies from the high ranking liberal leftist socialist progressive radical democrats! 

Quote: ""Inflation is surging out of control due to ongoing reckless federal fiscal and monetary policy. This month, the Bureau of Labor Statistics announced that consumer prices rose by 6.8% over the past year, a near 40-year high. Last week, it reported that producer prices rose by a record 9.6%. This high inflation has resulted in falling real wages for ordinary Americans and declining living standards. A new analysis by the Penn Wharton Budget Model concludes surging inflation will cost ordinary American households $3,500 this year. Call it “the Biden pay cut.” ""

https://www.washingtontimes.com/news/2021/dec/22/bidens-inflation-may-be-even-worse-than-jimmy-cart/","2024-01-17T06:03:48.000Z","0"
,"Unfortunately you and your handlers have invested more of hard working taxpayers money in other countries, and on over ten million illegal immigrants that have entered our country illegally just during your and your handlers administration.","2024-01-16T02:55:18.000Z","0"
,"And every American family is $8000 poorer per year due to your failed policies generating massive inflation causing people to work 2 or more jobs to make ends meet...","2024-01-15T14:08:52.000Z","0"
,"Great job president Joe Biden","2024-01-15T10:42:27.000Z","0"
,"Qualified immunity has to end. This seems like another perfect example of how as long as cops have qualified immunity and taxpayers have to keep paying for what cops do they couldn't care less about citizens or their rights and will just do whatever they want. 

https://youtu.be/HquWCiDvC0o?si=2KSqGj8TPL2DSn9M","2024-01-15T10:38:04.000Z","0"
,"Yeah but we still gave 280 billion to nvidia for stock buybacks and now they sell to China anyways, andnl build offshore anyways, and don't pay taxes and pump their stock up 650% and I can't even afford healthcare let alone teeth and I pay 400$ a week in taxes and 400$ a week in healthcare and still manage to get a bill for self pay for 2 grand for healthcare coverage","2024-01-15T05:40:34.000Z","0"
,"You got to love all these fake foreign non voter posts... you're so far behind in the polls it's almost comical. 50% of your voter base don't even want you back.","2024-01-15T01:55:58.000Z","0"
,"The China virus layoffs returning to work isn’t job growth, also lower inflation we led the world in inflation. So unless you bring cost of goods and services to 2% increase of January 1st 2020 prices you’ve failed Dementia Joey Stain on America, Commander of Grief.","2024-01-15T00:00:55.000Z","0"
"2","How much money is it costing tax payers to b0mb Yemen?! “PROSPERITY GUARDIAN”, protecting i$rael’s economy at the expense of the @merican tax payer. 
END THE ILLEGAL OCCUPATION NOW!","2024-01-14T19:18:08.000Z","3"
"1","Investing in America, while sending billions to Ukraine. Yeah, sure Joe, that's not how investing works.","2024-01-14T17:50:09.000Z","1"
"7","Thank you for bringing America back from the brink of destruction that we were facing under the Trump Administration","2024-01-14T17:03:19.000Z","10"
,"Less than one month into his term, President Biden removed the Iranian-backed Houthis from the U.S. list of officially designated terror organizations. This was the wrong move then and it's proven to be even worse today. The Houthis have been attacking U.S. troops and commercial ships for weeks. Their terrorist designation should be restored immediately.","2024-01-16T16:29:31.000Z","0"
,"Meanwhile, ARMED GOTAWAYS are Seen Crossing The Border as You continue to Shatter Records, while ILLegals continue to Overwhelm Border agents....Thanx for doing such a Historic Job over these last 3 years.. 👍    🤪🤪🤪🤪🤪🤪🤪
Biden ends 2023 with Worst modern day approval.
Less popular than Jimmy Carter - Congratulations ! 😉👍👍👍👍 33% Approval","2024-01-16T02:34:56.000Z","0"
,"But yet you’re supporting a genocide in Gaza. I’m sure Dr. King would be protesting what is happening to the Palestinian people. Such hypocrisy.","2024-01-16T02:12:16.000Z","0"
,"The worst and most corrupt president in US history 
#FJB

Federal Reserve Payments to Banks Trigger Largest Ever Operating Loss https://www.breitbart.com/economy/2024/01/15/federal-reserve-payments-to-banks-trigger-largest-ever-operating-loss/","2024-01-15T19:39:35.000Z","0"
,"Jenocide joe Continues to unliven more Palestinians with American weapons of mass destruction. When will You
❌ STOP❌ funding iaraels terrorism???? Meanwhile your owm American people are starving. 40 milliom below the poverty line no healthcare or food.","2024-01-15T07:32:00.000Z","0"
,"You don't have to live the under stupid ideas you created.  You are a lousy leader.","2024-01-15T02:20:05.000Z","0"
"1","Bidenomics..biggest failure ever 
 WW3 is on our door step and this imbecile and his secretary of defense is MIA ...the End is near ..y' all better pray for forgiveness","2024-01-14T17:52:34.000Z","2"
,"Thanks and congratulations 👏 and it's very great full job 👏 Mr president Joe Biden 🇺🇸 and now there's a lot of things in your leadership Mr president Joe Biden 🇺🇸 which is not finished yet and we all wanted them to finished in your next leadership Mr president Joe Biden 🇺🇸 like same former president Barack Obama did in the second terms for all Americans people and the world and we all wanted you to finished all your terms your leadership Mr president Joe Biden 🇺🇸 to finished all wanted for this next terms in your leadership Mr president Joe Biden 🇺🇸 in Jesus name Amen 🙏 and Amen 🙏👏🇺🇸","2024-01-14T17:38:02.000Z","0"
,"Bidenomics is a complete failure.","2024-01-14T17:35:23.000Z","3"
,"🖋☑️O Arab weather and the entire non-Arab weather forecasts, what is the reason for the sudden heat in the Arctic northern pole sky, even though it is the current winter season? Don't you reason?!☑️🖋
▪️28 - Jamad Alakhra - 1445 AH Jan - 10 - 2024 AD▪️
An international comment from Allah’s khalifa; the Imam Mahdi Nasser Mohammad Al-Yemeni, on the news issued by Arabia Weather, the European and American Center, and the entire global meteorology and climate science centers at the following link:
https://taqs.me/FbTj

O Arab Weather, the European and American meteorology centers, and all members of the world climate organization, testify with truth in your field of specialization and help me to save the population of the planet, surely the matter is dangerous and widespread evil, in fact it is a grievous news while you and the worlds are turning away from it. Here you are, seen the facts of Allah’s signs upon the actual reality, and I certainly do not vocalize to you with poetry nor exaggerating with prose other than the truth, in fact; the truth and the truth I say that the planet of chastisement Saqar will obscure the south of planet earth, its east, its west, the middle of it and its north, it would block the inhabitants of the planet from seeing the entire sky. So what is the matter with you that you do not believe the True Word regarding the news of the approach of the thermal, flame-glowing planet Saqar in the decisive Reminder; the grand Quran in the word of Allah the Most High: [Al-Anbyãa´] 21:37-40
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾} صدق الله العظيم [سورة الأنبياء]؟!

And here you are watching the signs of the approaching Saqar planet of chastisement, and the signs of its approach in what is around you in the heavens and the earth, and the change of order in everything on earth due to the approach of the planet Saqar. Confirming with the word of Allah the Most High: [Al-A`arfã] 7:85
{أَوَلَمْ يَنظُرُوا فِي مَلَكُوتِ السَّمَاوَاتِ وَالْأَرْضِ وَمَا خَلَقَ اللَّهُ مِن شَيْءٍ وَأَنْ عَسَىٰ أَن يَكُونَ قَدِ اقْتَرَبَ أَجَلُهُمْ ۖ فَبِأَيِّ حَدِيثٍ بَعْدَهُ يُؤْمِنُونَ ‎﴿١٨٥﴾} صدق الله العظيم [سورة الأعراف].

Have you found this narrative just a narration, or a narration that Allah ratifies upon the actual reality? Confirming with the word of Allah the Most High: [Al-Naml] 27:93
{وَقُلِ الْحَمْدُ لِلَّهِ سَيُرِيكُمْ آيَاتِهِ فَتَعْرِفُونَهَا ۚ وَمَا رَبُّكَ بِغَافِلٍ عَمَّا تَعْمَلُونَ ‎﴿٩٣﴾‏} صدق الله العظيم [سورة النمل]؟

Indeed, Allah will raise the temperature to (151 degrees), so reflect, estimate, and decide. Whoever wishes may take to his Lord the path of truth then respond to the call of Allah’s khalifa and His servant; the Imam Mahdi Nasser Mohammad Al-Yemeni. I certainly call to worship Allah, He Alone, no partner for Him, no God other than Him, none else than Him worthy of worship, your Lord and my Lord, the One in Control over the kingdom of the heavens and earth, so keep your duty to Allah the One, the Subduer, and flee to Allah by repenting and turning near to Allah my Lord and your Lord, hoping from Allah to forgive your sins and make your hearts see. Verily, by Allah, by Allah, by Allah the Great, you will not see the true path to Allah unless you turn near to Allah so that He may guide your hearts. And know with certainty that Allah guides to Him whoever turns (to Him). Indeed, I am a devoted advisor to you, and whoever refuses and is arrogant, let him have the news of Saqar the hellish prison. It has seven gates, while you know that you cannot bear a fire-spark sting of a cigarette, so how can you bear the chastisement of a fire whose fuel is stones?!

Peace be upon the messengers, and praise be to Allah Lord of the worlds.
Khalifa of Allah over the whole world; the Imam Mahdi Nasser Mohammad Al-Yemeni.

➖➖➖➖➖➖➖➖➖➖

Imam Mahdi Nasser Mohammad Al-Yemeni
28 - Jamad Alakhra - 1445 AH
Jan - 10 - 2024 AD
06:26 am
(According to the official time of [Mecca] mother of towns)
[👉To read the full statement, click on the link below👇] 

https://nasser-alyamani.org/showthread.php?p=438549

#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
#Saturday_October_07..
#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
#In_the_name_of_Allah_the_One_the_Subduer..
#Urgent_to_every_human_and_each_who_has_intellect
#Significant_event_an_admonishment_to_each_sane
#Shanghai_Virus_Is_Torment
#TheWarningMoonIsOver
#Omicron_is_a_global_calamity
#Divine_Cosmic_n_Covidious_War
#NoFlee_COVID_Of_DeathArrived
‎#WarningTo_Mohamed_Bin_Salman
_____________","2024-01-14T17:12:04.000Z","6"
,"You are losing core votes while children are massacred! #CeaseFireNow","2024-01-17T02:45:00.000Z","0"
,"Return to work after pandemic isn’t job growth. Investing in climate (inflation reduction act) when the parts needed for turbines and solar are built overseas isn’t helping the US. With the frigid weather now the turbines are freezing still and solar is snow covered. You need better propaganda people. They’re really not doing their jobs.","2024-01-16T00:29:33.000Z","0"
,"Only 33% of Americans approve of President Biden, poll indicates  https://www.msn.com/en-us/video/watch/only-33-of-americans-approve-of-president-biden-poll-indicates/vi-AA1mZEuV?ocid=hpmsn&t=12","2024-01-15T21:16:45.000Z","0"
,"If Biden impeachment inquiry is invalid, why has the president lied about his complicity?

https://www.foxnews.com/opinion/if-biden-impeachment-inquiry-invalid-why-president-lied-about-complicity

Explore the Fox News apps that are right for you at http://www.foxnews.com/apps-products/index.html.","2024-01-15T15:41:51.000Z","0"
,"If America understands more, Sheikh Hasina will punish western countries including America. Will America be able to break the strong hold of Russia and China and return democracy to Bangladesh? Because Sheikh Hasina does not care about westerners. Bangladesh's democracy has now become a challenge for the West. If they fail to do so, the importance of China and Russia will rise throughout the world. Sheikh Hasina is challenging the West. He will not relinquish power.","2024-01-15T09:58:21.000Z","0"
,"Good work president Joe Biden","2024-01-15T09:01:14.000Z","0"
,"lol..14M 2nd & 3rd jobs paying min. wage... hooray you're a hero🙄","2024-01-15T01:51:21.000Z","0"
,"I will not stop until everybody's in America powers faces me face too faces Infront of all American people's the right way this time all in America powers come take on yours victim now","2024-01-14T23:05:10.000Z","0"
,"I wouldn’t call a 40 year high in inflation a victory! Even if it is the lowest in the world. You let us down big time! But I already knew you would from your terrible track record with Obama 2008-2016.","2024-01-14T22:27:18.000Z","0"
,"Higher rents and food prices boosted overall U.S. inflation in December, a sign that the Federal Reserve's drive to slow inflation to its 2% target may be a bumpy one.

You are a liar!!! FJB.  BIDENOMICS","2024-01-14T21:05:43.000Z","0"
,"Voters doubt Biden economy, citing high grocery prices and interest rates: 'We still can't afford things'

https://www.foxnews.com/media/voters-doubt-biden-economy-citing-high-grocery-prices-interest-rates-we-still-cant-afford-things","2024-01-14T19:19:58.000Z","1"
,"Imagine we fund genocide of the palestinian people  We all watch complicitly a small group out of Yemen does not kill anyone does not fight anyone stops the ships Coming through their area and said we will stop this only if you stop the genocide instead of telling Israel stop it knock it off it's enough we double down with more money to Israel and now send our boys overseas to die for Israel how much more dirt do they have on our politicians in this country  We Need to cut off Israel they are a liability to the United States","2024-01-14T18:28:35.000Z","0"
,"Be very wary of anything this vegetable is shuffled out by his handlers to babble:

https://www.factcheck.org/2023/12/biden-wrongly-touts-record-economic-growth-unemployment/","2024-01-14T18:21:34.000Z","0"
,"Ukraine just refused a peace deal with Russia.

Switzerland hosted a meeting of 81 representatives from countries and other international organizations to try to come up with a solution.

Ukraine said no.

Why would they say yes?

They’re getting money, hand over fist from everyone in the world. 

Zelenskyy doesn’t have to run for reelection as long as there’s a war, he can stay in power indefinitely. 

There is too much money to be made to stop. They don’t care that half a million Ukrainians have been slaughtered in this fighting.

Russia is not the problem here. They’re ready to make a deal.  This is the fault of Joe Biden, who refuses to tell Zelenskyy that it’s time to stop and time to get to the negotiating table.

@JoeyMannarinoUS","2024-01-14T18:16:50.000Z","0"
"1","Don’t believe your lying bank accounts or the bureau of Labor Statistics.  

https://www.bls.gov/charts/employment-situation/civilian-labor-force-participation-rate.htm. 

Lyin Biden.","2024-01-14T18:16:32.000Z","1"
,"Imagine being PROUD of Bidenomics. 
Biden is a special kind of buffoon.","2024-01-14T17:02:26.000Z","2"
,"There is no greater threat to American than to vote for Joe Biden","2024-01-17T11:07:00.000Z","0"
,"Business activity dropped sharply in New York State, according to firms responding to the January Empire State Manufacturing Survey. 

The headline general business conditions index fell 29 points to -43.7, its lowest reading since May 2020. Explore the data here:

http://nyfed.org/esms","2024-01-16T17:58:58.000Z","0"
,"Nothing built 
Nothing back
Nothing better…… 
Except that Trump won Iowa caucus today ….. 😜 
And Biden’s days are numbered !","2024-01-16T05:34:53.000Z","0"
